:BeginHeader
Using satellite data from MODIS/AQUA
Match-up generation datetime: 2021-12-02T13:07:03
Investigator: ermaure
Contact: maure@npec.or.jp
Missing: -999
Delimiter: comma
Header rows: 14
VALIDATION CRITERIA applied to this match-up
-Box size of satellite extract: 5 x 5 = 25 pixels
-Minimum percent valid satellite pixels: 25.0
-Maximum time difference between satellite and in situ: 3 h
-Level-2 flags considered for data screening: ATMFAIL+LAND+CLDICE+CHLFAIL+NAVFAIL
:EndHeader
cruise,Year,Month,Day,Hour,Minute,Second,Lat,Lon,id,etopo2,chl,Datetime,Filename,Variable [Units],StartDatetime,EndDatetime,ValidPixels,InvalidPixels,Min,Max,Mean,STD,Median,PointValue,PixelValue01,PixelValue02,PixelValue03,PixelValue04,PixelValue05,PixelValue06,PixelValue07,PixelValue08,PixelValue09,PixelValue10,PixelValue11,PixelValue12,PixelValue13,PixelValue14,PixelValue15,PixelValue16,PixelValue17,PixelValue18,PixelValue19,PixelValue20,PixelValue21,PixelValue22,PixelValue23,PixelValue24,PixelValue25,PixelFlags01,PixelFlags02,PixelFlags03,PixelFlags04,PixelFlags05,PixelFlags06,PixelFlags07,PixelFlags08,PixelFlags09,PixelFlags10,PixelFlags11,PixelFlags12,PixelFlags13,PixelFlags14,PixelFlags15,PixelFlags16,PixelFlags17,PixelFlags18,PixelFlags19,PixelFlags20,PixelFlags21,PixelFlags22,PixelFlags23,PixelFlags24,PixelFlags25
wfs0601,2006,1,4,22,7,0,26.7127,-82.3528,6884.0,12.0,2.49413,2006-01-04T22:07:00,A2006004191000.L2_LAC_OC.nc,Rrs_547 [sr^-1],2006-01-04T19:10:01,2006-01-04T19:14:59,25,0,0.00959600,0.01760600,0.01174624,0.00183435,0.01150800,0.01262200,0.01263600,0.01212200,0.01090400,0.01015200,0.00992200,0.01760600,0.01516600,0.01312600,0.01248200,0.01150800,0.01406600,0.01253200,0.01262200,0.01162000,0.01055800,0.01242200,0.01192400,0.01079600,0.01005400,0.01001200,0.01121200,0.01078400,0.01013200,0.00970200,0.00959600,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL
wfs0601,2006,1,4,22,7,0,26.7127,-82.3528,6884.0,12.0,2.49413,2006-01-04T22:07:00,A2006004191000.L2_LAC_OC.nc,Rrs_645 [sr^-1],2006-01-04T19:10:01,2006-01-04T19:14:59,25,0,0.00292200,0.00834200,0.00406776,0.00114195,0.00390400,0.00449600,0.00459400,0.00409200,0.00349200,0.00321800,0.00317000,0.00834200,0.00595400,0.00496400,0.00448400,0.00390400,0.00495200,0.00437600,0.00449600,0.00395000,0.00345600,0.00441000,0.00396800,0.00339000,0.00312600,0.00319400,0.00371800,0.00344400,0.00310200,0.00297600,0.00292200,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL
wfs0601,2006,1,4,22,7,0,26.7127,-82.3528,6884.0,12.0,2.49413,2006-01-04T22:07:00,A2006004191000.L2_LAC_OC.nc,Rrs_667 [sr^-1],2006-01-04T19:10:01,2006-01-04T19:14:59,25,0,0.00223800,0.00655000,0.00311656,0.00090962,0.00297600,0.00340400,0.00360200,0.00317400,0.00262400,0.00242200,0.00240200,0.00655000,0.00463200,0.00381000,0.00342600,0.00297600,0.00377800,0.00332000,0.00340400,0.00300200,0.00263800,0.00337200,0.00303600,0.00256200,0.00237600,0.00244200,0.00287200,0.00259800,0.00235800,0.00230000,0.00223800,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL
wfs0601,2006,1,4,22,7,0,26.7127,-82.3528,6884.0,12.0,2.49413,2006-01-04T22:07:00,A2006004191000.L2_LAC_OC.nc,Rrs_678 [sr^-1],2006-01-04T19:10:01,2006-01-04T19:14:59,25,0,0.00225800,0.00628000,0.00305792,0.00084613,0.00294000,0.00333600,0.00349200,0.00311200,0.00258200,0.00241600,0.00240400,0.00628000,0.00443000,0.00370400,0.00335600,0.00294000,0.00364000,0.00327000,0.00333600,0.00296800,0.00262200,0.00328600,0.00296400,0.00252600,0.00236600,0.00245400,0.00282400,0.00256800,0.00234600,0.00230400,0.00225800,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+STRAYLIGHT+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL,COASTZ+TURBIDW+PRODFAIL
wfs0601,2006,1,5,16,5,0,25.7535,-81.9736,6888.0,4.0,1.06213,2006-01-05T16:05:00,A2006005181500.L2_LAC_OC.nc,chlor_a [mg m^-3],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,1.58137071,2.22980285,1.90204618,1.09838584,1.90277660,1.90692043,2.07599521,1.91490769,1.85028481,1.77531195,1.73257685,2.13337398,2.05078650,1.88700891,1.79745114,1.72018015,2.17490268,2.00905180,1.90692043,1.77557063,1.65442479,2.22453642,2.09231377,1.90277660,1.79310203,1.58137071,2.22980285,2.04829693,1.93358958,1.82691276,1.66943991,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL
wfs0601,2006,1,5,16,5,0,25.7535,-81.9736,6888.0,4.0,1.06213,2006-01-05T16:05:00,A2006005181500.L2_LAC_OC.nc,Rrs_412 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00284800,0.00386000,0.00330016,0.00027309,0.00330200,0.00339000,0.00371600,0.00338800,0.00323000,0.00317400,0.00306800,0.00366800,0.00353200,0.00339800,0.00293600,0.00305200,0.00386000,0.00359400,0.00339000,0.00320000,0.00295600,0.00370000,0.00342800,0.00330200,0.00310200,0.00294600,0.00347200,0.00337400,0.00314400,0.00302600,0.00284800,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL
wfs0601,2006,1,5,16,5,0,25.7535,-81.9736,6888.0,4.0,1.06213,2006-01-05T16:05:00,A2006005181500.L2_LAC_OC.nc,Rrs_443 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00341400,0.00503200,0.00413800,0.00046827,0.00412000,0.00416200,0.00484400,0.00427000,0.00399800,0.00376800,0.00369200,0.00503200,0.00443400,0.00412000,0.00378400,0.00361800,0.00501200,0.00452800,0.00416200,0.00389200,0.00352000,0.00480400,0.00443400,0.00418400,0.00372400,0.00354800,0.00454400,0.00433800,0.00407600,0.00371000,0.00341400,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL
wfs0601,2006,1,5,16,5,0,25.7535,-81.9736,6888.0,4.0,1.06213,2006-01-05T16:05:00,A2006005181500.L2_LAC_OC.nc,Rrs_488 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00462600,0.00753000,0.00594424,0.00086219,0.00587400,0.00604200,0.00723600,0.00627200,0.00562000,0.00520600,0.00503600,0.00753000,0.00656200,0.00583800,0.00522800,0.00502000,0.00746600,0.00680200,0.00604200,0.00541000,0.00487000,0.00715000,0.00652600,0.00599600,0.00525600,0.00483000,0.00667400,0.00636400,0.00587400,0.00517200,0.00462600,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL
wfs0601,2006,1,5,16,5,0,25.7535,-81.9736,6888.0,4.0,1.06213,2006-01-05T16:05:00,A2006005181500.L2_LAC_OC.nc,Rrs_531 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00487800,0.00856400,0.00655960,0.00112588,0.00648000,0.00666000,0.00817400,0.00694400,0.00612600,0.00557600,0.00536800,0.00856400,0.00739600,0.00643800,0.00565000,0.00536800,0.00853400,0.00759200,0.00666000,0.00581600,0.00513400,0.00820400,0.00734800,0.00662200,0.00568200,0.00501000,0.00767800,0.00713800,0.00648000,0.00561000,0.00487800,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL
wfs0601,2006,1,5,16,5,0,25.7535,-81.9736,6888.0,4.0,1.06213,2006-01-05T16:05:00,A2006005181500.L2_LAC_OC.nc,Rrs_547 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00455000,0.00808800,0.00615888,0.00108958,0.00609200,0.00623600,0.00769600,0.00648200,0.00573800,0.00523600,0.00502000,0.00808800,0.00695000,0.00600400,0.00528200,0.00499200,0.00807200,0.00715200,0.00623600,0.00544000,0.00477400,0.00779200,0.00696000,0.00618400,0.00530600,0.00465400,0.00727800,0.00673800,0.00609200,0.00525600,0.00455000,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL
wfs0601,2006,1,5,16,5,0,25.7535,-81.9736,6888.0,4.0,1.06213,2006-01-05T16:05:00,A2006005181500.L2_LAC_OC.nc,Rrs_645 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00096400,0.00197000,0.00143264,0.00028487,0.00142000,0.00143000,0.00179800,0.00147200,0.00134800,0.00119800,0.00120000,0.00197000,0.00162800,0.00142000,0.00124200,0.00114600,0.00194000,0.00167400,0.00143000,0.00121600,0.00105000,0.00188200,0.00155800,0.00140000,0.00121200,0.00104200,0.00178200,0.00158000,0.00143000,0.00123400,0.00096400,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL
wfs0601,2006,1,5,16,5,0,25.7535,-81.9736,6888.0,4.0,1.06213,2006-01-05T16:05:00,A2006005181500.L2_LAC_OC.nc,Rrs_667 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00079000,0.00151600,0.00110616,0.00021633,0.00110000,0.00110200,0.00137800,0.00114800,0.00104400,0.00093400,0.00089000,0.00149000,0.00124600,0.00106800,0.00092400,0.00087800,0.00151600,0.00128600,0.00110200,0.00097800,0.00080600,0.00146000,0.00122800,0.00110000,0.00093400,0.00082200,0.00134600,0.00123800,0.00111000,0.00093800,0.00079000,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL
wfs0601,2006,1,5,16,5,0,25.7535,-81.9736,6888.0,4.0,1.06213,2006-01-05T16:05:00,A2006005181500.L2_LAC_OC.nc,Rrs_678 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00079400,0.00147600,0.00109368,0.00020320,0.00109200,0.00111000,0.00133400,0.00111200,0.00101600,0.00091800,0.00087200,0.00143800,0.00121800,0.00106200,0.00092800,0.00087000,0.00147600,0.00127000,0.00111000,0.00095800,0.00083000,0.00143200,0.00121800,0.00109200,0.00093400,0.00083600,0.00133800,0.00122200,0.00111800,0.00094600,0.00079400,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+TURBIDW+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL
wfs0601,2006,1,5,16,50,0,25.753,-82.0664,6889.0,24.0,0.76989,2006-01-05T16:50:00,A2006005181500.L2_LAC_OC.nc,chlor_a [mg m^-3],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,1.32671559,1.60240138,1.44180695,1.06008449,1.44160473,1.44160473,1.60240138,1.55761719,1.44291615,1.39606309,1.33540106,1.58658504,1.48817682,1.33867168,1.33245420,1.37178099,1.48809934,1.48940766,1.44160473,1.55533159,1.37729061,1.52175283,1.47864079,1.40095174,1.32671559,1.40603209,1.58524024,1.44559264,1.38183963,1.38101423,1.37536824,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL
wfs0601,2006,1,5,16,50,0,25.753,-82.0664,6889.0,24.0,0.76989,2006-01-05T16:50:00,A2006005181500.L2_LAC_OC.nc,Rrs_412 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00221600,0.00309800,0.00269352,0.00021651,0.00268800,0.00281000,0.00288200,0.00298000,0.00303000,0.00309800,0.00292600,0.00286400,0.00278000,0.00268800,0.00256000,0.00243600,0.00292800,0.00267200,0.00281000,0.00285000,0.00248000,0.00270200,0.00273200,0.00260400,0.00259200,0.00253800,0.00221600,0.00254200,0.00239400,0.00260800,0.00242600,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL
wfs0601,2006,1,5,16,50,0,25.753,-82.0664,6889.0,24.0,0.76989,2006-01-05T16:50:00,A2006005181500.L2_LAC_OC.nc,Rrs_443 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00266000,0.00363000,0.00320944,0.00026033,0.00324600,0.00342000,0.00353400,0.00363000,0.00354600,0.00353800,0.00334800,0.00347200,0.00332000,0.00333000,0.00312400,0.00288600,0.00347200,0.00334400,0.00342000,0.00324600,0.00297400,0.00328600,0.00315400,0.00317400,0.00298200,0.00270400,0.00292200,0.00310400,0.00305000,0.00301600,0.00266000,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL
wfs0601,2006,1,5,16,50,0,25.753,-82.0664,6889.0,24.0,0.76989,2006-01-05T16:50:00,A2006005181500.L2_LAC_OC.nc,Rrs_488 [sr^-1],2006-01-05T18:15:01,2006-01-05T18:20:00,25,0,0.00334400,0.00488600,0.00423064,0.00041334,0.00423800,0.00445400,0.00488600,0.00486000,0.00477000,0.00452600,0.00426600,0.00470800,0.00458800,0.00438600,0.00423800,0.00379800,0.00465400,0.00444800,0.00445400,0.00416800,0.00371600,0.00441400,0.00420400,0.00407000,0.00387600,0.00342800,0.00407600,0.00416600,0.00399600,0.00372600,0.00334400,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+HIPOL,COASTZ+STRAYLIGHT+HIPOL,COASTZ+STRAYLIGHT+HIPOL
